ACTIVITY_ID,EXTERNAL_PERMIT_NMBR,VERSION_NMBR,PERM_FEATURE_ID,PERM_FEATURE_NMBR,PERM_FEATURE_TYPE_CODE,LIMIT_SET_ID,LIMIT_SET_DESIGNATOR,LIMIT_SET_NAME,DMR_COMMENT_TEXT,LIMIT_SET_SCHEDULE_ID,LIMIT_SET_STATUS_FLAG,LIMIT_ID,LIMIT_BEGIN_DATE,LIMIT_END_DATE,NMBR_OF_SUBMISSION,NMBR_OF_REPORT,PARAMETER_CODE,PARAMETER_DESC,MONITORING_LOCATION_CODE,STAY_TYPE_CODE,LIMIT_VALUE_ID,LIMIT_VALUE_TYPE_CODE,LIMIT_VALUE_NMBR,LIMIT_UNIT_CODE,LIMIT_UNIT_DESC,STANDARD_UNIT_CODE,STANDARD_UNIT_DESC,LIMIT_VALUE_STANDARD_UNITS,STATISTICAL_BASE_CODE,STATISTICAL_BASE_TYPE_CODE,LIMIT_VALUE_QUALIFIER_CODE,STAY_VALUE_NMBR,LIMIT_TYPE_CODE,OPTIONAL_MONITORING_FLAG,LIMIT_SAMPLE_TYPE_CODE,LIMIT_FREQ_OF_ANALYSIS_CODE,ALL_MONTHS_LIMIT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,LIMIT_SEASON_ID
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833510,A,3605908063,06/01/2021,05/31/2026,3,1,01105,"Aluminum, total [as Al]",1,,3610129906,C2,.75,28,ug/L,19,mg/L,.00075,3C,AVG,<=,,ENF,N,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833505,A,3605908063,06/01/2021,05/31/2026,1,1,01105,"Aluminum, total [as Al]",1,,3610129904,Q1,.78,26,lb/d,01,kg/d,.35412,3C,AVG,<=,,ENF,N,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833510,A,3605908063,06/01/2021,05/31/2026,3,1,01105,"Aluminum, total [as Al]",1,,3610129863,C3,.75,28,ug/L,19,mg/L,.00075,DD,MAX,<=,,ENF,N,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833505,A,3605908063,06/01/2021,05/31/2026,1,1,01105,"Aluminum, total [as Al]",1,,3610129906,C2,.75,28,ug/L,19,mg/L,.00075,3C,AVG,<=,,ENF,N,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833505,A,3605908063,06/01/2021,05/31/2026,1,1,01105,"Aluminum, total [as Al]",1,,3610129863,C3,.75,28,ug/L,19,mg/L,.00075,DD,MAX,<=,,ENF,N,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833510,A,3605908063,06/01/2021,05/31/2026,3,1,01105,"Aluminum, total [as Al]",1,,3610129904,Q1,.78,26,lb/d,01,kg/d,.35412,3C,AVG,<=,,ENF,N,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351395,12/01/2021,11/30/2026,3,3,22415,Whole effluent toxicity - retest #1,1,,3610839676,C3,,9A,pass=0;fail=1,9A,pass=0;fail=1,,VA,MAX,,,ENF,Y,24,09/99,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351396,12/01/2021,11/30/2026,3,3,22416,Whole effluent toxicity - retest #2,1,,3610839677,C3,,9A,pass=0;fail=1,9A,pass=0;fail=1,,VA,MAX,,,ENF,Y,24,09/99,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351397,12/01/2021,11/30/2026,3,3,22418,"WET, sublethal retest #1",1,,3610839678,C3,,9A,pass=0;fail=1,9A,pass=0;fail=1,,VA,MAX,,,ENF,Y,24,09/99,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351398,12/01/2021,11/30/2026,3,3,22419,"WET, sublethal retest #2",1,,3610839679,C3,,9A,pass=0;fail=1,9A,pass=0;fail=1,,VA,MAX,,,ENF,Y,24,09/99,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600657304,Q,QUARTERLY REPORTING - OUTFALL 001,,3600904358,A,3606350739,12/01/2021,11/30/2026,3,3,34675,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1,,3610838796,C3,,28,ug/L,19,mg/L,,7A,AVG,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600657304,Q,QUARTERLY REPORTING - OUTFALL 001,,3600904358,A,3606350740,12/01/2021,11/30/2026,3,3,39032,Pentachlorophenol,1,,3610838797,C3,,28,ug/L,19,mg/L,,7A,AVG,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600657304,Q,QUARTERLY REPORTING - OUTFALL 001,,3600904358,A,3606350741,12/01/2021,11/30/2026,3,3,39330,Aldrin,1,,3610838798,C3,,28,ug/L,19,mg/L,,7A,AVG,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600657304,Q,QUARTERLY REPORTING - OUTFALL 001,,3600904358,A,3606350742,12/01/2021,11/30/2026,3,3,39350,Chlordane [tech mix. and metabolites],1,,3610838799,C3,,28,ug/L,19,mg/L,,7A,AVG,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600657304,Q,QUARTERLY REPORTING - OUTFALL 001,,3600904358,A,3606350743,12/01/2021,11/30/2026,3,3,39400,Toxaphene,1,,3610838800,C3,,28,ug/L,19,mg/L,,7A,AVG,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833505,A,3605908067,06/01/2021,05/31/2026,1,1,50050,"Flow, in conduit or thru treatment plant",1,,3610129868,Q2,,03,MGD,03,MGD,,DD,MAX,,,ENF,N,ES,01/01,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833510,A,3605908067,06/01/2021,05/31/2026,3,1,50050,"Flow, in conduit or thru treatment plant",1,,3610129869,Q1,,03,MGD,03,MGD,,3C,AVG,,,ENF,N,ES,01/01,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833510,A,3605908067,06/01/2021,05/31/2026,3,1,50050,"Flow, in conduit or thru treatment plant",1,,3610129868,Q2,,03,MGD,03,MGD,,DD,MAX,,,ENF,N,ES,01/01,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602720951,NM0000116,0,3600545262,001,EXO,3600598928,A,DISCHARGE STORM RUNOFFS FROM STORAGE,,3600833505,A,3605908067,06/01/2021,05/31/2026,1,1,50050,"Flow, in conduit or thru treatment plant",1,,3610129869,Q1,,03,MGD,03,MGD,,3C,AVG,,,ENF,N,ES,01/01,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239985,12/01/2021,11/30/2026,1,1,50050,"Flow, in conduit or thru treatment plant",1,,3610673294,C1,,03,MGD,03,MGD,,3C,AVG,,,ENF,N,TM,99/99,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239985,12/01/2021,11/30/2026,1,1,50050,"Flow, in conduit or thru treatment plant",1,,3610673296,C3,,03,MGD,03,MGD,,DD,MAX,,,ENF,N,TM,99/99,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239985,12/01/2021,11/30/2026,1,1,50050,"Flow, in conduit or thru treatment plant",1,,3610673295,C2,,03,MGD,03,MGD,,7A,AVG,,,ENF,N,TM,99/99,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657420,A,DISCHARGE BACKWASH WATER,WHEN DISCHARGING.,3600904607,A,3606351874,01/01/2022,12/31/2026,3,1,50050,"Flow, in conduit or thru treatment plant",1,,3610840349,Q1,,03,MGD,03,MGD,,MK,AVG,,,ENF,N,ES,02/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657420,A,DISCHARGE BACKWASH WATER,WHEN DISCHARGING.,3600904607,A,3606351874,01/01/2022,12/31/2026,3,1,50050,"Flow, in conduit or thru treatment plant",1,,3610840350,Q2,,03,MGD,03,MGD,,DD,MAX,,,ENF,N,ES,02/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239982,12/01/2021,11/30/2026,1,1,50060,"Chlorine, total residual",A,,3610673291,C3,19,28,ug/L,19,mg/L,.019,IA,MAX,<=,,ENF,N,GR,01/01,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657420,A,DISCHARGE BACKWASH WATER,WHEN DISCHARGING.,3600904607,A,3606351873,01/01/2022,12/31/2026,3,1,50060,"Chlorine, total residual",1,,3610840348,C3,11,28,ug/L,19,mg/L,.011,DD,MAX,<=,,ENF,N,GR,01/01,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239976,12/01/2021,11/30/2026,1,1,51040,E. coli,1,,3610673269,C2,126,3Z,CFU/100mL,30,MPN/100mL,126,3H,AVG,<=,,ENF,N,GR,05/WK,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239976,12/01/2021,11/30/2026,1,1,51040,E. coli,1,,3610673271,Q1,31900,9Z,MCFU/d,9Y,CFU/d,31900000000,3H,AVG,<=,,ENF,N,GR,05/WK,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239976,12/01/2021,11/30/2026,1,1,51040,E. coli,1,,3610673270,C3,235,3Z,CFU/100mL,30,MPN/100mL,235,DD,MAX,<=,,ENF,N,GR,05/WK,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239976,12/01/2021,11/30/2026,1,1,51040,E. coli,1,,3610673272,Q2,31900,9Z,MCFU/d,9Y,CFU/d,31900000000,DD,MAX,<=,,ENF,N,GR,05/WK,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351399,12/01/2021,11/30/2026,3,3,51443,Whole Effluent Toxicity - Retest #3,1,,3610839680,C3,,9A,pass=0;fail=1,9A,pass=0;fail=1,,VA,MAX,,,ENF,Y,24,09/99,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351400,12/01/2021,11/30/2026,3,3,51444,"Whole Effluent Toxicity, Sub-Lethal Retest #3",1,,3610839681,C3,,9A,pass=0;fail=1,9A,pass=0;fail=1,,VA,MAX,,,ENF,Y,24,09/99,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239986,12/01/2021,11/30/2024,1,1,70295,"Solids, total dissolved",2,,3610673300,C2,497,19,mg/L,19,mg/L,497,3C,AVG,<=,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239986,12/01/2021,11/30/2024,1,1,70295,"Solids, total dissolved",2,,3610673298,Q1,27664,26,lb/d,01,kg/d,12559.45589447,3C,AVG,<=,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239986,12/01/2021,11/30/2024,1,1,70295,"Solids, total dissolved",2,,3610673297,C3,,19,mg/L,19,mg/L,,DD,MAX,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239986,12/01/2021,11/30/2024,1,1,70295,"Solids, total dissolved",2,,3610673299,Q2,,26,lb/d,01,kg/d,,DD,MAX,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239980,12/01/2021,11/30/2026,1,1,70295,"Solids, total dissolved",1,,3610673286,Q2,,26,lb/d,01,kg/d,,DD,MAX,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239977,12/01/2021,11/30/2026,1,1,70295,"Solids, total dissolved",0,,3610673273,Q1,,26,lb/d,01,kg/d,,3C,AVG,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239977,12/01/2021,11/30/2026,1,1,70295,"Solids, total dissolved",0,,3610673275,C2,,19,mg/L,19,mg/L,,3C,AVG,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239977,12/01/2021,11/30/2026,1,1,70295,"Solids, total dissolved",0,,3610673276,C3,,19,mg/L,19,mg/L,,DD,MAX,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239980,12/01/2021,11/30/2026,1,1,70295,"Solids, total dissolved",1,,3610673288,C3,,19,mg/L,19,mg/L,,DD,MAX,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239977,12/01/2021,11/30/2026,1,1,70295,"Solids, total dissolved",0,,3610673274,Q2,,26,lb/d,01,kg/d,,DD,MAX,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239980,12/01/2021,11/30/2026,1,1,70295,"Solids, total dissolved",1,,3610673287,C2,,19,mg/L,19,mg/L,,3C,AVG,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
