NPDES_ID,VERSION_NMBR,ACTIVITY_ID,NPDES_VIOLATION_ID,PERM_FEATURE_NMBR,PERMIT_ACTIVITY_ID,LIMIT_SET_DESIGNATOR,MONITORING_LOCATION_CODE,DMR_FORM_VALUE_ID,DMR_VALUE_NMBR,DMR_VALUE_ID,DMR_PARAMETER_ID,NODI_CODE,ADJUSTED_DMR_VALUE_NMBR,LIMIT_VALUE_STANDARD_UNITS,VIOLATION_TYPE_CODE,VIOLATION_TYPE_DESC,VIOLATION_CODE,VIOLATION_DESC,PARAMETER_CODE,PARAMETER_DESC,STANDARD_UNIT_CODE,STANDARD_UNIT_DESC,MONITORING_PERIOD_END_DATE,NMBR_OF_REPORT,EXCEEDENCE_PCT,VALUE_QUALIFIER_CODE,UNIT_CODE,VALUE_RECEIVED_DATE,DAYS_LATE,ADJUSTED_DMR_STANDARD_UNITS,LIMIT_ID,DMR_VALUE_STANDARD_UNITS,VALUE_TYPE_CODE,RNC_DETECTION_CODE,RNC_DETECTION_DESC,RNC_DETECTION_DATE,RNC_RESOLUTION_CODE,RNC_RESOLUTION_DESC,RNC_RESOLUTION_DATE,STATISTICAL_BASE_CODE,STATISTICAL_BASE_MONTHLY_AVG,STATISTICAL_BASE_SHORT_DESC
NM0020583,0,3602878711,3683354970,001,3602878711,A,1,3920642902,1414,3848301368,3734262682,,,235,,,E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,06/30/2025,1,502,=,3Z,07/08/2025,,,3606239976,1414,C3,,,,,,,DD,N,DAILY MX
NM0020583,4,3600830134,3631989123,001,3600830134,A,1,,,,,,,85,,,D90,"DMR, Limited - Overdue",81010,"BOD, 5-day, percent removal",23,%,05/31/2017,1,,,,,,,3602996645,,C1,,,,,,,MJ,,MO AV MN
NM0000116,1,20044287,200000837,001,20044287,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",01092,"Zinc, total [as Zn]",19,mg/L,03/31/2006,1,,,,,,,20209090,,C3,K,"Non-receipt Violation, Non-Monthly Average",05/29/2006,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),09/30/2011,DD,N,DAILY MX
NM0020583,4,3600830134,3631989128,001,3600830134,A,1,,,,,,,85,,,D90,"DMR, Limited - Overdue",81010,"BOD, 5-day, percent removal",23,%,04/30/2017,1,,,,,,,3602996645,,C1,,,,,,,MJ,,MO AV MN
NM0020583,4,3600830134,3620405863,001,3600830134,A,1,3628321855,186,3638992844,3622088253,,,45,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,04/30/2017,1,313,=,19,05/11/2017,,,3601680589,186,C3,,,,,,,7A,N,7 DA AVG
NM0020583,1,20044319,600697179,001,20044319,A,1,58086465,789.58,43873125,27617293,,,658.754,,,D90,"DMR, Limited - Overdue",00530,"Solids, total suspended",01,kg/d,12/31/1999,1,,,,06/23/2000,99,,20210287,358.46932,Q1,N,Non-Receipt of DMR/Schedule Report,02/14/2000,2,RE - Back into Compliance,06/23/2000,3C,A,30DA AVG
NM0020583,2,20044318,21433569,001,20044318,A,A,58084714,.14,43876514,27616942,,,.019,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,03/31/2006,1,637,=,,04/14/2006,,,20210279,.14,C3,,,,,,,IA,N,INST MAX
NM0020583,1,20044319,21433348,001,20044319,A,1,58085813,37.51,43874243,27617162,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,01/31/2002,1,25,,,02/14/2002,,,20210285,37.51,C2,C,Chronic Violation,03/31/2002,2,RE - Back into Compliance,07/31/2002,3C,A,30DA AVG
NM0020583,0,3602878711,3680539882,001,3602878711,A,1,3920643762,61,3837049231,3728228559,,,.022,,,E90,"DMR, Limited - Numeric Violation",00720,"Cyanide, total [as CN]",19,mg/L,01/31/2025,1,177,=,28,02/18/2025,3,,3606350737,.061,C3,,,,,,,DD,N,DAILY MX
NM0020583,3,2200016809,3601222766,001,2200016809,A,1,2203565342,209215,3606326791,3603545986,,,31900000000,,,E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,03/31/2015,1,99999,>,9Z,04/13/2015,,,2200047763,209215000000,Q2,,,,,,,DD,N,DAILY MX
NM0020583,3,2200016809,2200918586,001,2200016809,A,2,2203563638,422,2202228287,2201249032,,,400,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,11/30/2010,1,6,=,19,12/15/2010,,,2200047762,422,C2,C,Chronic Violation,02/28/2011,2,RE - Back into Compliance,08/31/2011,3C,A,30DA AVG
NM0020583,3,2200016809,2200918586,001,2200016809,A,2,2203563638,422,2202228287,2201249032,,,400,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,11/30/2010,1,6,=,19,12/15/2010,,,2200047762,422,C2,C,Chronic Violation,02/28/2011,2,RE - Back into Compliance,08/31/2011,3C,A,30DA AVG
NM0020583,2,20044318,1400210396,001,20044318,A,A,58084859,.99,1400393662,1400220547,,,.019,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,08/31/2008,1,5111,=,,09/12/2008,,,20210279,.99,C3,R,"TRC Limitations Exceeded, Non-Monthly Average",09/30/2008,2,RE - Back into Compliance,03/31/2009,IA,N,INST MAX
NM0020583,2,20044318,1400210396,001,20044318,A,A,58084859,.99,1400393662,1400220547,,,.019,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,08/31/2008,1,5111,=,,09/12/2008,,,20210279,.99,C3,R,"TRC Limitations Exceeded, Non-Monthly Average",09/30/2008,2,RE - Back into Compliance,03/31/2009,IA,N,INST MAX
NM0028762,2,1800023151,2200094459,001,1800023151,Q,1,1805556552,.2,1806928360,1803911312,,,,,,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,06/30/2010,3,,=,,10/25/2010,89,,1800044101,.0908,Q2,K,"Non-receipt Violation, Non-Monthly Average",08/28/2010,2,RE - Back into Compliance,10/25/2010,DD,N,DAILY MX
NM0020583,1,20044319,600695492,001,20044319,A,1,58085689,32.22,43873119,27617137,,,45,,,D90,"DMR, Limited - Overdue",00310,"BOD, 5-day, 20 deg. C",19,mg/L,12/31/1999,1,,,,06/23/2000,99,,20210285,32.22,C3,K,"Non-receipt Violation, Non-Monthly Average",02/14/2000,2,RE - Back into Compliance,06/23/2000,7A,N,7 DA AVG
NM0000116,1,20044287,200000861,001,20044287,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,01/31/2006,1,,,,,,,20209092,,Q2,K,"Non-receipt Violation, Non-Monthly Average",05/29/2006,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),09/30/2011,DD,N,DAILY MX
NM0020583,2,20044318,200002612,TX1,20044318,Q,1,58091252,12.09,1000665452,1000382518,,,,,,D80,"DMR, Monitor Only - Overdue",TQM3D,Coef Of Var Static Renewal 48Hr Acute D. pulex,23,%,03/31/2006,3,,=,,05/16/2006,31,,20210365,12.09,C1,,,,,,,4E,,48HR MIN
NM0028762,1,20044410,1000124078,001,20044410,A,1,606948509,1.51,1000346096,1000200140,,,.75,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,02/29/2008,1,101,=,,04/16/2008,,,600097487,1.51,C3,,,,,,,DD,N,DAILY MX
NM0000116,3,2200037726,3600828600,004,2200037726,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,12/31/2014,1,,,,,,,2200113553,,Q1,N,Non-Receipt of DMR/Schedule Report,02/28/2015,B,RE - Manual by EPA/State/Tribal Action,12/31/2016,3C,A,30DA AVG
NM0028762,3,3600771189,3651264894,001,3600771189,Q,1,3662550694,,3717124647,3662856721,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,06/30/2020,3,,,,07/15/2020,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0028762,3,3600771189,3651264894,001,3600771189,Q,1,3662550694,,3717124647,3662856721,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,06/30/2020,3,,,,07/15/2020,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0028762,3,3600771189,3651264894,001,3600771189,Q,1,3662550694,,3717124647,3662856721,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,06/30/2020,3,,,,07/15/2020,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0028762,3,3600771189,3651264894,001,3600771189,Q,1,3662550694,,3717124647,3662856721,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,06/30/2020,3,,,,07/15/2020,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0028762,3,3600771189,3651264894,001,3600771189,Q,1,3662550694,,3717124647,3662856721,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,06/30/2020,3,,,,07/15/2020,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0028762,3,3600771189,3630256339,001,3600771189,A,1,3600454385,7.97,3629483575,3616574223,,,9,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,09/30/2016,1,,=,12,10/17/2017,354,,3601482268,7.97,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2016,2,RE - Back into Compliance,10/17/2017,MB,N,MAXIMUM
NM0000116,3,2200037726,3600658735,TX4,2200037726,Y,1,2205473227,,3607901512,3604420921,C,,,,,D80,"DMR, Monitor Only - Overdue",TOM3D,NOAEC Lethal Statis Renewal 48 Hr Acute Daphnia pulex,23,%,11/30/2014,12,,=,,05/13/2015,135,,2200113541,,C1,,,,,,,4E,,48HR MIN
NM0020583,1,20044319,21433323,001,20044319,A,1,58085763,33.31,43873793,27617152,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,03/31/2001,1,11,,,04/16/2001,1,,20210285,33.31,C2,C,Chronic Violation,03/31/2001,2,RE - Back into Compliance,06/30/2001,3C,A,30DA AVG
NM0020583,1,20044319,21433445,001,20044319,A,1,58086655,1668.95,43874835,27617331,,,658.754,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",01,kg/d,02/28/2003,1,15,,,03/17/2003,2,,20210287,757.7033,Q1,,,,,,,3C,A,30DA AVG
NM0020583,1,20044319,21433443,001,20044319,A,1,58085878,47.41,43874828,27617175,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,02/28/2003,1,58,,,03/17/2003,2,,20210285,47.41,C2,T,TRC Limitations Exceeded,02/28/2003,2,RE - Back into Compliance,08/31/2003,3C,A,30DA AVG
NM0020583,3,2200016809,3405264848,001,2200016809,A,2,2203563770,415,3423661304,3413407488,,,400,,,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,07/31/2014,1,4,=,19,08/15/2014,,,2200047762,415,C2,C,Chronic Violation,07/31/2014,2,RE - Back into Compliance,09/30/2016,3C,A,30DA AVG
NM0020583,4,3600830134,3635750497,001,3600830134,A,1,3664421399,4450,3655419276,3631106401,,,1136.81599045,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",01,kg/d,02/28/2018,1,78,=,26,03/14/2018,,,3601680586,2020.29998302,Q2,,,,,,,7A,N,7 DA AVG
NM0020583,4,3600830134,3635750497,001,3600830134,A,1,3664421399,4450,3655419276,3631106401,,,1136.81599045,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",01,kg/d,02/28/2018,1,78,=,26,03/14/2018,,,3601680586,2020.29998302,Q2,,,,,,,7A,N,7 DA AVG
NM0028762,3,3600771189,3630256345,001,3600771189,A,1,3600454422,.009325,3629483583,3616574226,,,,,,D80,"DMR, Monitor Only - Overdue",50060,"Chlorine, total residual",01,kg/d,09/30/2016,1,,=,26,10/17/2017,354,,3601482269,.00423355,Q1,N,Non-Receipt of DMR/Schedule Report,11/28/2016,2,RE - Back into Compliance,10/17/2017,MK,A,MO AVG
NM0020583,1,20044319,600713085,TX1,20044319,S,1,58091643,2.7,43877438,27618328,,,,,,D80,"DMR, Monitor Only - Overdue",TPP3B,NOEC Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,23,%,06/30/2003,6,,,,09/12/2003,59,,20210371,2.7,C2,,,,,,,MJ,,MO AV MN
NM0028762,1,20044410,1400136157,001,20044410,A,1,606948512,1.14,1400070969,1400039679,,,.5,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,04/30/2008,1,128,=,,07/25/2008,,,600097487,1.14,C2,T,TRC Limitations Exceeded,06/30/2008,2,RE - Back into Compliance,10/31/2008,MK,A,MO AVG
NM0020583,3,2200016809,2201167354,001,2200016809,A,2,2203563644,421,2203391982,2201926484,,,400,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,01/31/2011,1,5,=,19,02/11/2011,,,2200047762,421,C2,C,Chronic Violation,02/28/2011,2,RE - Back into Compliance,08/31/2011,3C,A,30DA AVG
NM0020583,3,2200016809,2201167354,001,2200016809,A,2,2203563644,421,2203391982,2201926484,,,400,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,01/31/2011,1,5,=,19,02/11/2011,,,2200047762,421,C2,C,Chronic Violation,02/28/2011,2,RE - Back into Compliance,08/31/2011,3C,A,30DA AVG
NM0020583,3,2200016809,3401596543,001,2200016809,A,2,2203563725,415,3407403342,3404383800,,,400,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,04/30/2013,1,4,=,19,05/14/2013,,,2200047762,415,C2,C,Chronic Violation,04/30/2013,5,RE - Resolved RP by NPDES Closure of Enf. Action Final Order with Comp. Schedule,05/02/2023,3C,A,30DA AVG
NM0000116,1,20044287,601444632,001,20044287,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",01105,"Aluminum, total [as Al]",19,mg/L,04/30/2006,1,,,,,,,20209091,,C3,K,"Non-receipt Violation, Non-Monthly Average",08/28/2006,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),09/30/2011,DD,N,DAILY MX
NM0028762,1,20044410,2601150424,001,20044410,A,1,606948490,.64,2602598475,2601443577,,,.5,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,05/31/2007,1,28,=,,09/08/2008,408,,600097487,.64,C2,,,,,,,MK,A,MO AVG
NM0020583,3,2200016809,3401107161,001,2200016809,A,2,2203563719,430,3405405855,3403308699,,,400,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,02/28/2013,1,8,=,19,03/14/2013,,,2200047762,430,C2,C,Chronic Violation,02/28/2013,5,RE - Resolved RP by NPDES Closure of Enf. Action Final Order with Comp. Schedule,05/02/2023,3C,A,30DA AVG
NM0020583,3,2200016809,3604565738,TX1,2200016809,Q,1,3651140142,32,3626637151,3614968187,,,,,,D80,"DMR, Monitor Only - Overdue",TOM6C,NOAEC Lethal Static Renewal 48Hr acute Pimephales promelas,23,%,06/30/2016,3,,=,23,08/25/2016,41,,2200047807,32,C2,,,,,,,MJ,,MO AV MN
NM0028762,2,1800023151,1801441523,001,1800023151,A,1,1805555974,13.2,2201419859,1802070459,,,,,,D80,"DMR, Monitor Only - Overdue",00530,"Solids, total suspended",01,kg/d,11/30/2009,1,,=,,10/25/2010,269,,1800044065,5.99279995,Q1,N,Non-Receipt of DMR/Schedule Report,02/28/2010,2,RE - Back into Compliance,10/25/2010,MK,A,MO AVG
NM0020583,2,20044318,1800163841,001,20044318,A,A,1400891162,.02,1800587631,1800328956,,,.019,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,06/30/2009,1,5,=,,07/17/2009,2,,20210279,.02,C3,H,"Chronic Violation, Non-Monthly Average",11/30/2009,2,RE - Back into Compliance,01/31/2010,IA,N,INST MAX
NM0020583,2,20044318,1800163841,001,20044318,A,A,1400891162,.02,1800587631,1800328956,,,.019,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,06/30/2009,1,5,=,,07/17/2009,2,,20210279,.02,C3,H,"Chronic Violation, Non-Monthly Average",11/30/2009,2,RE - Back into Compliance,01/31/2010,IA,N,INST MAX
NM0000116,2,20044286,2200766352,001,20044286,A,1,57974014,,2602330262,2601309534,C,,15,,,D90,"DMR, Limited - Overdue",00556,Oil & Grease,19,mg/L,08/31/2010,1,,=,,05/27/2011,211,,20209073,,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2010,2,RE - Back into Compliance,05/27/2011,DD,N,DAILY MX
NM0020583,4,3600830134,3617817917,001,3600830134,A,1,3628321351,53,3635860282,3620220548,,,45,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,02/28/2017,1,99999,>,19,03/14/2017,,,3601680586,53,C3,,,,,,,7A,N,7 DA AVG
NM0020583,3,2200016809,3604565780,TX1,2200016809,Q,1,3651140135,0,3626637156,3614968190,,,,,,D80,"DMR, Monitor Only - Overdue",TEM3D,Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,9A,pass=0;fail=1,06/30/2016,3,,=,9A,08/25/2016,41,,2200047808,0,C1,,,,,,,4E,,48HR MIN
NM0020583,0,3602878711,3680539883,001,3602878711,A,1,3920643763,1.573,3837049228,3728228559,,,.370918,,,E90,"DMR, Limited - Numeric Violation",00720,"Cyanide, total [as CN]",01,kg/d,01/31/2025,1,93,=,26,02/18/2025,3,,3606350737,.71414199,Q1,T,TRC Limitations Exceeded,01/31/2025,6,RE - Manual Resolution by Enforcement Action,01/31/2025,3C,A,30DA AVG
NM0020583,1,20044319,21433488,001,20044319,A,1,58087058,652,43874933,27617411,,,.5,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,04/30/2003,1,30,,,05/19/2003,4,,20210288,.652,C2,C,Chronic Violation,04/30/2003,2,RE - Back into Compliance,07/31/2003,3C,A,30DA AVG
NM0020583,4,3600830134,3631989136,001,3600830134,A,1,,,,,,,85,,,D90,"DMR, Limited - Overdue",81011,"Solids, suspended percent removal",23,%,12/31/2016,1,,,,,,,3602996646,,C1,,,,,,,MJ,,MO AV MN
NM0000116,3,2200037726,2602759670,001,2200037726,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",01040,"Copper, dissolved [as Cu]",19,mg/L,10/31/2011,1,,,,,,,2200113547,,C3,K,"Non-receipt Violation, Non-Monthly Average",02/28/2012,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),02/28/2014,DD,N,DAILY MX
NM0020583,4,3600830134,3633250099,001,3600830134,A,1,3664421368,864,3653483620,3630077558,,,757.72599363,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",01,kg/d,01/31/2018,1,99999,>,26,02/14/2018,,,3601680586,392.2559967,Q1,T,TRC Limitations Exceeded,02/28/2018,2,RE - Back into Compliance,05/31/2018,3C,A,30DA AVG
NM0020583,4,3600830134,3633250099,001,3600830134,A,1,3664421368,864,3653483620,3630077558,,,757.72599363,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",01,kg/d,01/31/2018,1,99999,>,26,02/14/2018,,,3601680586,392.2559967,Q1,T,TRC Limitations Exceeded,02/28/2018,2,RE - Back into Compliance,05/31/2018,3C,A,30DA AVG
NM0028762,3,3600771189,3634099531,001,3600771189,Q,1,3662550655,,3652212923,3629316703,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,12/31/2017,3,,,,01/22/2018,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",02/28/2018,9,RE - Manual by Back into Compliance/Administratively Resolved,02/28/2018,DD,N,DAILY MX
NM0028762,3,3600771189,3634099531,001,3600771189,Q,1,3662550655,,3652212923,3629316703,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,12/31/2017,3,,,,01/22/2018,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",02/28/2018,9,RE - Manual by Back into Compliance/Administratively Resolved,02/28/2018,DD,N,DAILY MX
NM0028762,3,3600771189,3634099531,001,3600771189,Q,1,3662550655,,3652212923,3629316703,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,12/31/2017,3,,,,01/22/2018,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",02/28/2018,9,RE - Manual by Back into Compliance/Administratively Resolved,02/28/2018,DD,N,DAILY MX
NM0000116,2,20044286,2200766503,001,20044286,A,1,57973382,,2602330259,2601309532,C,,6,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,08/31/2010,1,,=,,05/27/2011,211,,20209071,,C1,,,,,,,ME,,MINIMUM
NM0028762,3,3600771189,3617539650,001,3600771189,Q,1,3662550638,,3631372705,3617634480,8,,,,,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,12/31/2016,3,,,,12/14/2016,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,02/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),02/28/2019,MK,A,MO AVG
NM0020583,1,20044319,600702097,001,20044319,A,0,58088209,504,43874769,27617641,,,,,,D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",19,mg/L,12/31/2002,1,,,,03/04/2003,48,,20210292,504,C3,K,"Non-receipt Violation, Non-Monthly Average",02/14/2003,2,RE - Back into Compliance,03/04/2003,7A,N,7 DA AVG
NM0028762,2,1800023151,2601686025,001,1800023151,Q,1,1805556578,,2604219651,2602303629,X,,,,,D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",01,kg/d,06/30/2011,3,,,,07/25/2011,,,1800044064,,Q1,N,Non-Receipt of DMR/Schedule Report,08/28/2011,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2013,MK,A,MO AVG
NM0028762,1,20044410,1400422699,001,20044410,A,1,606948075,7.01,2603209460,2601767271,,,9,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,08/31/2008,1,,=,,06/27/2011,972,,600097477,7.01,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2008,2,RE - Back into Compliance,06/27/2011,MB,N,MAXIMUM
NM0020583,4,3600830134,3633250093,001,3600830134,A,1,3664421370,6.4,3653483597,3630077550,,,6.6,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00400,pH,12,SU,01/31/2018,1,,=,12,02/14/2018,,,3601680590,6.4,C1,,,,,,,ME,,MINIMUM
NM0020583,4,3600830134,3633250093,001,3600830134,A,1,3664421370,6.4,3653483597,3630077550,,,6.6,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",00400,pH,12,SU,01/31/2018,1,,=,12,02/14/2018,,,3601680590,6.4,C1,,,,,,,ME,,MINIMUM
NM0020583,1,20044319,21433434,001,20044319,A,1,58086654,47.26,43874794,27617330,,,45,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,01/31/2003,1,5,,,02/19/2003,4,,20210287,47.26,C3,,,,,,,7A,N,7 DA AVG
NM0020583,1,20044319,21433328,001,20044319,A,1,58086543,34.65,43873803,27617308,,,30,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,03/31/2001,1,15,,,04/16/2001,1,,20210287,34.65,C2,C,Chronic Violation,03/31/2001,2,RE - Back into Compliance,06/30/2001,3C,A,30DA AVG
